country,alcohol_type,alcohol_name,company,alcohol_degree,type,description,location,website,year,file
"New Zealand","Beer","8 Wired iStout","8 Wired Brewing","10,5","Imperial Stout","NA","Blenheim","http://www.8wired.co.nz/","NA","8wired.jpg"
"New Zealand","Beer","Epic Hop Zombie","Epic Brewing Company (NZ)","8,5","Double IPA","NA","Auckland","http://www.epicbeer.com/","NA","Epic.jpg"
"New Zealand","Beer","Tuatara Double Trouble","Tuatara Brewing Company","9","Double IPA","NA","Paraparaumu","http://www.tuatarabrewing.co.nz/","NA","Tuatara.jpg"
"Nicaragua","Beer","Victoria (Nicaragua)","Compañía Cevercera de Nicaragua","4","Pale Lager","NA","Managua","http://www.ccn.com.ni/","NA","Victoria.jpg"
"Nigeria","Beer","Williams Dark Ale (Nigeria)","Consolidated Breweries","6,5","Foreign Stout","NA","Lagos","http://www.consobrew.com/","NA","Williams.jpg"
"Nigeria","Beer","Legend Extra Stout (Nigeria)","Nigerian Breweries PLC","7,5","Foreign Stout","NA","Lagos","http://www.nbplc.com/","NA","Legend.jpg"
"Nigeria","Beer","Trophy Black Lager","International Breweries Plc","6","Dunkel","NA","Ilesa","NA","NA","Trophy.jpg"
"Niger","Beer","Bière Niger","Société des Brasseries et Boissons Gazeuses du Niger (BRANIGER)","NA","Pale Lager","NA","Niamey","NA","NA","Niger.jpg"
"Norway","Beer","Nøgne Ø Imperial Stout","Nøgne Ø (Hansa Borg)","9","Imperial Stout","NA","Grimstad","http://www.nogne-o.com/","NA","Nogne.jpg"
"Norway","Beer","Ægir Lynchburg Natt","Ægir Bryggeri","10","Strong Porter","NA","Flåm","http://www.flamsbrygga.no/aegir-bryggeri/","NA","Aegir.jpg"
"Pakistan","Beer","Murree Classic Lager","Murree Brewery","5,5","Premium Lager","NA","Rawalpindi","http://www.murreebrewery.com/","NA","Murree.jpg"
"Palau","Beer","Red Rooster Amber Ale","Palau Brewing Company","5","Amber Ale","NA","Koror","NA","NA","RedRooster.jpg"
"Palestine","Beer","Taybeh Beer Dark","Taybeh Brewing Co.","6","Dunkler Bock","NA","Taybeh","http://taybehbeer.com/","NA","Taybeh.jpg"
"Panama","Beer","La Rana Dorada Porter","La Rana Dorada","5","Porter","NA","Panama City","http://www.laranadorada.com/","NA","Rana.png"
"Panama","Beer","Casa Bruja Chivoperro IPA","Casa Bruja Brewing Co.","6,1","Indian Pale Ale","NA","Panama City","http://www.casabruja.com/","NA","Casa.jpg"
"Papua New Guinea","Beer","South Pacific Export Lager","South Pacific Brewery","5,5","Pale Lager","NA","Hohola NCD","http://www.sp.com.pg/","NA","SouthPacific.jpg"
"Papua New Guinea","Beer","Niugini Ice Beer","South Pacific Brewery","5,2","Pale Lager","NA","Hohola NCD","http://www.sp.com.pg/","NA","Niugini.jpg"
"Paraguay","Beer","Sajonia Pale Ale","Sajonia Brewing Company","5,5","American Pale Ale","NA","Asuncion","NA","NA","NA"
"Paraguay","Beer","Cerveceria Paraguayana Pilsen Cerveza Blanca","Cerveceria Paraguaya - Cervepar","5","Pale Lager","NA","Ypané","NA","NA","Pilsen.jpg"
"Peru","Beer","Barbarian 174 IPA","Cervecería Barbarian","8","Indian Pale Ale","NA","Lima","NA","NA","174.jpg"
"Peru","Beer","Cumbres Maiz Morado","Cerveceria Gourmet","7,2","Indian Pale Ale","NA","Lima","Cerveceria Gourmet","NA","Cumbres.jpg"
"Philippines","Beer","San Miguel Dark Lager","San Miguel","5","Dunkel","NA","Mandaluyong City","http://www.sanmiguelbrewery.com.ph/","NA","Dark.jpg"
"Philippines","Beer","Brew Kettle","Asia Brewery Inc.","5,3","Belgian White","NA","Laguna","http://asiabrewery.com/","NA","BrewKettle.jpg"
"Poland","Beer","Pinta Imperator Baltycki","Browar PINTA","9,1","Baltic Porter","NA","Zarzecze","http://www.browarpinta.pl/","NA","Pinta.jpg"
"Poland","Beer","Ciechan Grand Prix American India Pale Ale","Browar Ciechan","5,4","Indian Pale Ale","NA","Ciechanów","http://www.ciechan.com.pl/","NA","GrandPrix.jpg"
"Poland","Beer","AleBrowar Rowing Jack","AleBrowar","6,2","Indian Pale Ale","NA","Lebork","http://www.alebrowar.pl/en","NA","Rowing.jpg"
"Portugal","Beer","Mean Sardine Amura","Mean Sardine Brewery","6","American Pale Ale","NA","Mafra","NA","NA","Amura.jpg"
"Portugal","Beer","Passarola IPA","Passarola Brewing","6,5","Indian Pale Ale","NA","Lisboa","http://www.passarola.pt/","NA","Passa.jpg"
"Portugal","Beer","Cerveja Cristal","Unicer Bebidas","5,1","Pale Lager","NA","Balio","http://www.superbock.pt/","NA","Cristla.jpg"
"Puerto Rico","Beer","Old Harbor Kofresi Stout","Old Harbor Brewery","6","Stout","NA","San Juan","http://oldharborbrewery.com/intro.html","NA","Kofresi.jpg"
"Romania","Beer","Ursus Black","Ursus Breweries","6","Schwarzbier","NA","Cluj Napoca","http://www.ursus-breweries.ro/","NA","Ursus.jpg"
"Romania","Beer","Clinica de Bere Terapia Platin","Clinica de Bere","5","German Hefeweizen","NA","Timisoara","http://www.clinicadebere.ro/","NA","Terapia.jpg"
"Romania","Beer","Silva Strong Dark Beer","Heineken Romania","7","Dunkler Bock","NA","Miercurea Ciuc","http://www.heinekenromania.ro/","NA","Silva.jpg"
"Russia","Beer","Baltika 6 Porter","Baltika Brewery","7","Baltic Porter","NA","St. Petersburg","http://www.baltika.ru/age","NA","Baltika.jpg"
"Russia","Beer","Jaws Beer American Pale Ale","Jaws Beer","5,2","American Pale Ale","NA","Zarecnhy","http://www.jawsbeer.ru/","NA","Jaws.jpg"
"Russia","Beer","Victory Art Brew Red Machine IPA","Victory Art Brew","7","Indian Pale Ale","NA","Ivanteevka","http://www.victoryartbrew.com/en/","NA","Victory.jpg"
"Rwanda","Beer","Gatanu 5","Brasserie des Mille Collines (Unibra)","5,1","Pale Lager","NA","Kigali","NA","NA","Gatanu.jpg"
"Rwanda","Beer","Virunga Mist","Brasserie des Mille Collines (Unibra)","6,5","Dunkel","NA","Kigali","NA","NA","Virunga.jpg"
"Rwanda","Beer","Akarusho Biere de Banane","Urwibutso Enterprise","12","Traditional Ale","NA","Kigali","NA","NA","Akarusho.jpg"
"Saint Lucia","Beer","Piton","Windward & Leeward Brewery","5","Pale Lager","NA","Vieux Fort","http://www.pitonbeerstlucia.com/home.asp","NA","Piton.jpg"
"Saint Lucia","Beer","J’Ouvert Amber","Plantation Brewing House","4,7","Amber Ale","NA","Rodney Bay Village","NA","NA","Jouvert.jpg"
"Saint Vincent and the Grenadines","Beer","Wadadli Antigua Lager Beer","St. Vincent Brewery","4,8","Pale Lager","NA","Campden Park","http://www.hairounbeer.com/","NA","Wadadli.jpg"
"Samoa","Beer","Vailima","Samoa Breweries (CUB)","4,9","Pale Lager","NA","Apia","NA","NA","Vailima.jpg"
"San Marino","Beer","Titanbräu Nera","Titanbräu - Birrificio Artigianale Sammarinese","7,5","Doppelbock","NA","Serravalle","http://www.titanbrau.com/","NA","Titan.jpg"
"Sao Tome and Principe","Beer","Creola Export Beer","Cervejeira Rosema","4,8","Pale Lager","NA","Cidade de Neves","NA","NA","Creola.jpg"
"Saudi Arabia","Beer","Al-Amoudi Rich Regular","Al-Amoudi Beverage Industries","0,5","Low Alcohol","NA","Jeddah","NA","NA","Rich.jpg"
"Saudi Arabia","Beer","Bario Classic","International Refreshment Company","0,5","Low Alcohol","NA","Riyadh","NA","NA","Bario.jpg"
"Senegal","Beer","Bière la Gazelle","Brasseries de lOuest Africain","4,2","Pale Lager","NA","Dakar","NA","NA","Gazelle.jpg"
"Senegal","Beer","Flag Spéciale (Senegal)","Brasseries de lOuest Africain","5,2","Pale Lager","NA","Dakar","NA","NA","Flag.jpg"
"Serbia","Beer","Kabinet SuperNova","Kabinet Brewery","6,8","Indian Pale Ale","NA","Nemenikuce","http://kabinet.rs/","NA","Kabinet.jpg"
"Serbia","Beer","Krugher & Brent Extra Stout","Krugher & Brent","5","Stout","NA","Ritiševo","http://krugheribrent.rs/","NA","Krugher.png"
"Seychelles","Beer","Celebration Special","Seychelles Breweries (Diageo)","7","Strong Ale","NA","Mahé","NA","NA","Diageo.jpg"
"Seychelles","Beer","SeyBrew Lager","Seychelles Breweries (Diageo)","4,9","Pale Lager","NA","Mahé","NA","NA","Sey.jpg"
"Sierra Leone","Beer","Star Lager (Sierra Leone)","Sierra Leone Brewery","5","Pale Lager","NA","Freetown","NA","NA","Star.jpg"
"Singapore","Beer","Brewerkz XIPA","Brewerkz","7,5","Double IPA","NA","Singapore","http://www.brewerkz.com/","NA","Brewer.jpg"
"Singapore","Beer","ABC Extra Stout","Singapore Brewery","7","Foreign Stout","NA","Singapore","NA","NA","ABC.jpg"
"Singapore","Beer","Pump Room Bohemian Lager","The Pump Room","5,5","Pilsener","NA","Singapore","http://www.pumproomasia.com/","NA","PumpRoom.jpg"
"Slovakia","Beer","Hellstork Kraken IPA 19°","Kocovný Pivovar Hellstork","6,5","Indian Pale Ale","NA","Senica","NA","NA","Kraken.jpg"
"Slovakia","Beer","Kaltenecker Chopper IPA Grand Champion 2012","Pivovar Kaltenecker","6,6","Indian Pale Ale","NA","Rožnava","http://kaltenecker.sk/","NA","Chopper.jpg"
"Slovakia","Beer","Sessler Tmavý Špeciál 21°","Pivovar Sessler","8","Dunkler Bock","NA","Trnava","http://www.sessler.sk/","NA","Sessler.jpg"
"Slovenia","Beer","Pelicon The 3rd Pill IPA","Pivovarna Pelicon","6","Indian Pale Ale","NA","Ajdovšcina","http://pivovarnapelicon.com/","NA","Pelicon.jpg"
"Slovenia","Beer","Reservoir Dogs Grim Reaper IPA","Reservoir Dogs Brewery","7,7","Indian Pale Ale","NA","Nova Gorica","NA","NA","Grim.jpg"
"Slovenia","Beer","HumanFish Combat Wombat","HumanFish Brewery","4,6","Indian Pale Ale","NA","HumanFish Brewery","NA","NA","Combat.jpg"
"Solomon Islands","Beer","SolBrew","Solomon Breweries","4,7","Pale Lager","NA","Honiara","NA","NA","SolBrew.jpg"
"South Africa","Beer","Bierwerk Aardwolf","Bierwerk","8,5","Imperial Stout","NA","Western Cape","NA","NA","Bierwerk.jpg"
"South Africa","Beer","Devil’s Peak King’s Blockhouse IPA","Devil’s Peak Brewing Company","6","Indian Pale Ale","NA","Cape Town","http://www.devilspeakbrewing.co.za/","NA","Blockhouse.jpg"
"South Africa","Beer","Triggerfish Titan","Triggerfish Brewing","10,2","Double IPA","NA","Somerset West","http://www.triggerfishbrewing.co.za/","NA","Trigger.jpg"
"South Sudan","Beer","White Bull Lager","Southern Sudan Beverages","4,2","Pale Lager","NA","Juba","NA","NA","WhiteBull.jpg"
"Spain","Beer","BIIR 4B Oude Gueuze","BIIR","5,5","Gueuze","NA","Barcelona","http://biir.cat/","NA","Biir.jpg"
"Spain","Beer","Nómada Royal Porter","Nómada Brewing","10","Strong Porter","NA","Sabadell","http://www.nomadabrewing.com/","NA","Nomada.jpg"
"Spain","Beer","Edge Brewing Hoptimista IPA - Cascade","Edge Brewing Barcelona","6,6","Indian Pale Ale","NA","Barcelona","http://edgebrewing.com/","NA","Hoptimista.jpg"
"Spain","Beer","La Pirata Black Block","Cervesa Artesana La Pirata","11,2","Imperial Stout","NA","Súria","http://www.cervesalapirata.com/","NA","Pirata.jpg"
"Sri Lanka","Beer","Lion Stout","Lion Brewery (Sri Lanka)","8,8","Foreign Stout","NA","Biyagama","http://lionbeer.com/","NA","LionStout.jpg"
"Sri Lanka","Beer","Millers Sando Stout","Millers Brewery","8,8","Foreign Stout","NA","Meegoda","NA","NA","Sando.jpg"
"Suriname","Beer","Parbo Bier / Djogo Bier","Surinaamse Bierbrouwerij","5","Pale Lager","NA","Paramaribo","http://www.parbobier.com/index.php/age-check","NA","Parbo.png"
"Suriname","Beer","Sranan Biri","Trans Atlantic Group Of Companies N.V.","5","Pale Lager","NA","Paramaribo","http://www.srananbiri.sr/","NA","Sranan.jpg"
"Swaziland","Beer","Halala 30","Swaziland Brewers","4,5","Pale Lager","NA","Matsapha","NA","NA","Halala.jpg"
"Swaziland","Beer","Sibebe Special Lager","Swaziland Brewers","4,8","Amber Lager","NA","Matsapha","NA","NA","Sibebe.jpg"
"Sweden","Beer","Omnipollo Hypnopompa (Bourbon BA)","Omnipollo","11","Imperial Stout","NA","Stockholm","http://www.omnipollo.com/","NA","Omni.jpg"
